experiment_name,changed_param,param_value,val_accuracy,val_loss,best_val_loss,train_loss,elapsed_time
test_pool,pool,mean,0.691,0.754349127175316,0.754349127175316,0.6376631139947203,11.517306327819824
test_pos_enc,pos_enc,fixed,0.619,0.7861737793400174,0.6859769239312127,0.6998049028384419,11.53335976600647
test_baseline,unknown,unknown,0.618,0.7839777322988661,0.6768025103069487,0.7056446153515825,38.355623960494995
